nl,code
"decrement self.waiting_writers by integer 1,",self . waiting_writers -= 1
call the method self.can_write.release.,self . can_write . release ( )
"otherwise if self.waiting_readers is not equal to integer 0,",elif self . waiting_readers != 0 :
substitute self.waiting_readers for t.,t = self . waiting_readers
self.waiting_readers is integer 0.,self . waiting_readers = 0
increment self.active_readers by t.,self . active_readers += t
"while t is greater than integer 0,",while t > 0 :
call the method self.can_read.release.,self . can_read . release ( )
"decrement t by integer 1,",t -= 1
"contextlib.contextmanager decorator,",@ contextlib . contextmanager
define the method writer with an argument self.,def writer ( self ) :
call the method self.writer_enters.,self . writer_enters ( )
"try,",try :
yield nothing.,yield
"finally perform,",finally :
call the method self.writer_leaves.,self . writer_leaves ( )
from django.utils import six into default name space.,from django . utils import six
"color_names is a tuple with 8 elements: strings 'black', 'red', 'green', 'yellow', 'blue', 'magenta', 'cyan' and 'white'.","color_names = ( 'black' , 'red' , 'green' , 'yellow' , 'blue' , 'magenta' , 'cyan' , 'white' )"
"foreground is a dictionary created with elements: x appended to a string '3' for value under the key x of color_names dictionary,","foreground = dict ( ( color_names [ x ] , '3%s' % x ) for x in range ( 8 ) )"
"for every x in sequence of integers from 0 to 7. background is a dictionary created with elements: x appended to a string '4' for value under the key x of color_names dictionary,","background = dict ( ( color_names [ x ] , '4%s' % x ) for x in range ( 8 ) )"
for every x in sequence of integers from 0 to 7. RESET is a string '0'.,RESET = '0'
"opt_dict is an dictionary with 5 elements: '1' for 'bold', '4' for 'underscore', '5' for 'blink', '7' for 'reverse',","opt_dict = { 'bold' : '1' , 'underscore' : '4' , 'blink' : '5' , 'reverse' : '7' , 'conceal' : '8' }"
"and '8' for 'conceal'. define the method colorize with 3 arguments: text set to an empty string, opts set to an empty tuple and unpacked dictionary kwargs.","def colorize ( text = '' , opts = ( ) , ** kwargs ) :"
code_list is an empty list.,code_list = [ ]
"if text is an empty string and length of opts equals integer 1 and first element of opts equals string 'reset',",if text == '' and len ( opts ) == 1 and opts [ 0 ] == 'reset' :
"format string '\x1b[%sm' with RESET, return the result.",return '\x1b[%sm' % RESET
"call the function six.iteritems with an argument kwargs, for every k and v in the result,","for k , v in six . iteritems ( kwargs ) :"
"if k equals a string 'fg',",if k == 'fg' :
append value under the key v of foreground dictionary to code_list.,code_list . append ( foreground [ v ] )
"otherwise if k equals a string 'bg',",elif k == 'bg' :
append value under the key v of background dictionary to code_list.,code_list . append ( background [ v ] )
"for every o in opts,",for o in opts :
"if o is contained in opt_dict,",if o in opt_dict :
append value under the 0 key of the opt_dict dictionary to code_list.,code_list . append ( opt_dict [ o ] )
"if string 'noreset' is not contained in opts,",if 'noreset' not in opts :
"if text is true format with it and RESET a string '%s\x1b[%sm', if not format it with an empty string and RESET, substitute the result for text.","text = '%s\x1b[%sm' % ( text or '' , RESET )"
"join elements of code_list in a string, separated by ';', format string '\x1b[%sm' with it, append text to the result if exists,","return '%s%s' % ( ( '\x1b[%sm' % ';' . join ( code_list ) ) , text or '' )"
return the string. define the function make_style with 2 arguments: opts set to an empty tuple and unpacked dictionary kwargs.,"def make_style ( opts = ( ) , ** kwargs ) :"
"return lambda function with text as argument and return value being result of the function colorize, called with 3 arguments: text,","return lambda text : colorize ( text , opts , ** kwargs )"
opts and unpacked dictionary kwargs. NOCOLOR_PALETTE is a string 'nocolor'.,NOCOLOR_PALETTE = 'nocolor'
DARK_PALETTE is a string 'dark'.,DARK_PALETTE = 'dark'
LIGHT_PALETTE is a string 'light'.,LIGHT_PALETTE = 'light'
"PALETTES is a dictionary containing 3 elements, a dictionary with 18 pairs of dictionary value and string keys for NOCOLOR_PALETTE,","PALETTES = { NOCOLOR_PALETTE : { 'ERROR' : { } , 'WARNING' : { } , 'NOTICE' : { } , 'SQL_FIELD' : { } , 'SQL_COLTYPE' : { } , 'SQL_KEYWORD' : { } , 'SQL_TABLE' : { } , 'HTTP_INFO' : { } , 'HTTP_SUCCESS' : { } , 'HTTP_REDIRECT' : { } , 'HTTP_NOT_MODIFIED' : { } , 'HTTP_BAD_REQUEST' : { } , 'HTTP_NOT_FOUND' : { } , 'HTTP_SERVER_ERROR' : { } , 'MIGRATE_HEADING' : { } , 'MIGRATE_LABEL' : { } , 'MIGRATE_SUCCESS' : { } , 'MIGRATE_FAILURE' : { } , } , DARK_PALETTE : { 'ERROR' : { 'fg' : 'red' , 'opts' : ( 'bold' , ) } , 'WARNING' : { 'fg' : 'yellow' , 'opts' : ( 'bold' , ) } , 'NOTICE' : { 'fg' : 'red' } , 'SQL_FIELD' : { 'fg' : 'green' , 'opts' : ( 'bold' , ) } , 'SQL_COLTYPE' : { 'fg' : 'green' } , 'SQL_KEYWORD' : { 'fg' : 'yellow' } , 'SQL_TABLE' : { 'opts' : ( 'bold' , ) } , 'HTTP_INFO' : { 'opts' : ( 'bold' , ) } , 'HTTP_SUCCESS' : { } , 'HTTP_REDIRECT' : { 'fg' : 'green' } , 'HTTP_NOT_MODIFIED' : { 'fg' : 'cyan' } , 'HTTP_BAD_REQUEST' : { 'fg' : 'red' , 'opts' : ( 'bold' , ) } , 'HTTP_NOT_FOUND' : { 'fg' : 'yellow' } , 'HTTP_SERVER_ERROR' : { 'fg' : 'magenta' , 'opts' : ( 'bold' , ) } , 'MIGRATE_HEADING' : { 'fg' : 'cyan' , 'opts' : ( 'bold' , ) } , 'MIGRATE_LABEL' : { 'opts' : ( 'bold' , ) } , 'MIGRATE_SUCCESS' : { 'fg' : 'green' , 'opts' : ( 'bold' , ) } , 'MIGRATE_FAILURE' : { 'fg' : 'red' , 'opts' : ( 'bold' , ) } , } , LIGHT_PALETTE : { 'ERROR' : { 'fg' : 'red' , 'opts' : ( 'bold' , ) } , 'WARNING' : { 'fg' : 'yellow' , 'opts' : ( 'bold' , ) } , 'NOTICE' : { 'fg' : 'red' } , 'SQL_FIELD' : { 'fg' : 'green' , 'opts' : ( 'bold' , ) } , 'SQL_COLTYPE' : { 'fg' : 'green' } , 'SQL_KEYWORD' : { 'fg' : 'blue' } , 'SQL_TABLE' : { 'opts' : ( 'bold' , ) } , 'HTTP_INFO' : { 'opts' : ( 'bold' , ) } , 'HTTP_SUCCESS' : { } , 'HTTP_REDIRECT' : { 'fg' : 'green' , 'opts' : ( 'bold' , ) } , 'HTTP_NOT_MODIFIED' : { 'fg' : 'green' } , 'HTTP_BAD_REQUEST' : { 'fg' : 'red' , 'opts' : ( 'bold' , ) } , 'HTTP_NOT_FOUND' : { 'fg' : 'red' } , 'HTTP_SERVER_ERROR' : { 'fg' : 'magenta' , 'opts' : ( 'bold' , ) } , 'MIGRATE_HEADING' : { 'fg' : 'cyan' , 'opts' : ( 'bold' , ) } , 'MIGRATE_LABEL' : { 'opts' : ( 'bold' , ) } , 'MIGRATE_SUCCESS' : { 'fg' : 'green' , 'opts' : ( 'bold' , ) } , 'MIGRATE_FAILURE' : { 'fg' : 'red' , 'opts' : ( 'bold' , ) } , } }"
"a dictionary with 18 pairs of dictionary value and string keys for DARK_PALETTE, and a dictionary with 18 pairs of dictionary value and string keys for LIGHT_PALETTE. substitute DARK_PALETTE for DEFAULT_PALETTE.",DEFAULT_PALETTE = DARK_PALETTE
define the function parse_color_setting with an argument config_string.,def parse_color_setting ( config_string ) :
"if config_string is false,",if not config_string :
return value under the DEFAULT_PALETTE key of the PALETTES dictionary.,return PALETTES [ DEFAULT_PALETTE ]
"convert config_string to lowercase and split it by ';' character, substitute the result for parts.",parts = config_string . lower ( ) . split ( ';' )
"get value under the config_string key of the PALETTES dictionary, call the copy method on the result and substitute it for palette.",palette = PALETTES [ NOCOLOR_PALETTE ] . copy ( )
"for every part in parts,",for part in parts :
"if part is contained in PALETTES,",if part in PALETTES :
"get the value under the part key of the PALETTES dictionary, update with it palette dictionary.",palette . update ( PALETTES [ part ] )
"otherwise if '=' is contained in part,",elif '=' in part :
"definition is an empty dictionary,",definition = { }
"split part by '=' character, substitute the result for role and instructions, respectively.","role , instructions = part . split ( '=' )"
convert role to uppercase.,role = role . upper ( )
"split instructions by ',' character, substitute the result for styles.","styles = instructions . split ( ',' )"
reverse the order of elements of styles.,styles . reverse ( )
"remove first element from styles, split it by the '/' character, substitute the result for colors.",colors = styles . pop ( ) . split ( '/' )
"reverse the order of colors elements,",colors . reverse ( )
"remove the first element from colors, substitute it for fg.",fg = colors . pop ( )
"if fg is contained in color_names,",if fg in color_names :
substitute fg for value under the 'fg' key of definition dictionary.,definition [ 'fg' ] = fg
"if colors is true and last element of colors is contained in color_names,",if colors and colors [ - 1 ] in color_names :
substitute last element of colors for value under the 'bg' key of definition dictionary.,definition [ 'bg' ] = colors [ - 1 ]
"opts is a tuple created out of elements s, for every s in styles is s is in the keys of the opt_dict dictionary.",opts = tuple ( s for s in styles if s in opt_dict . keys ( ) )
"if opts is true,",if opts :
substitute opts for value under the 'opts' key of definition dictionary.,definition [ 'opts' ] = opts
"if role is contained in value under the NOCOLOR_PALETTE key of the PALETTES dictionary and definition is true,",if role in PALETTES [ NOCOLOR_PALETTE ] and definition :
substitute definition for value under the role key of palette dictionary.,palette [ role ] = definition
"if palette equals value under the NOCOLOR_PALETTE key of the PALETTES dictionary,",if palette == PALETTES [ NOCOLOR_PALETTE ] :
return None.,return None
return palette.,return palette
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
import module re.,import re
import module unicodedata.,import unicodedata
from gzip import GzipFile into default name space.,from gzip import GzipFile
from io import BytesIO into default name space.,from io import BytesIO
import module warnings.,import warnings
from django.utils.deprecation import RemovedInDjango19Warning into default name space.,from django . utils . deprecation import RemovedInDjango19Warning
from django.utils.encoding import force_text into default name space.,from django . utils . encoding import force_text
from django.utils.functional import allow_lazy and SimpleLazyObject into default name space.,"from django . utils . functional import allow_lazy , SimpleLazyObject"
from django.utils import six into default name space.,from django . utils import six
from django.utils.six.moves import html_entities into default name space.,from django . utils . six . moves import html_entities
"from django.utils.translation import ugettext_lazy, ugettext as _ and pgettext into default name space.","from django . utils . translation import ugettext_lazy , ugettext as _ , pgettext"
from django.utils.safestring import mark_safe into default name space.,from django . utils . safestring import mark_safe
"if six.PY2 is true,",if six . PY2 :
from django.utils.encoding import force_unicode.,from django . utils . encoding import force_unicode
