,nl,code
2476,"call the self.stdout.write method with string "" Installing custom SQL for %s.%s model\n"" as argument,","self . stdout . write ( "" Installing custom SQL for %s.%s model\n"" % ( app_name , model . _meta . object_name ) )"
2477,define the method __iter__ with an argument self.,def __iter__ ( self ) :
2478,raise an ContentNotRenderedError exception with an string 'The response content must be rendered before it can be iterated over.'.,raise ContentNotRenderedError ( 'The response content must be ' 'rendered before it can be iterated over.' )
2479,"call the function limit_choices_to, substitute the result for limit_choices_to.",limit_choices_to = limit_choices_to ( )
2480,"wrte to the standard output result of the call to the method self.style.MIGRATE_SUCCESS with string "" FAKED"" as a argument.","self . stdout . write ( self . style . MIGRATE_SUCCESS ( "" FAKED"" ) )"
2481,"if autoescape is true,",if autoescape :
2482,"if self.use_ipv6 is true and socket.has_ipv6 is false,",if self . use_ipv6 and not socket . has_ipv6 :
2483,"call the method m.group with an argument string 'hour', convert the result into a string, substitute it for hour.",hour = int ( m . group ( 'hour' ) )
2484,"call the method node.clone, substitute the result for klass.",klass = node . clone ( )
2485,"call the method parser.parse with an argument tuple with 3 elements strings 'elif', 'else' and 'endif', substitute the result for nodelist.","nodelist = parser . parse ( ( 'elif' , 'else' , 'endif' ) )"
2486,"if not,",else :
2487,self._callback_strs is an empty set.,self . _callback_strs = set ( )
2488,substitute key for result.key.,result . key = key
2489,"if IndexError exception is caught,",except IndexError :
2490,"if last_bit is true,",if last_bit :
2491,"replace '%s' in string ""Notice: Couldn't set permission bits on %s. You're probably using an uncommon filesystem setup. No problem."",","self . stderr . write ( ""Notice: Couldn't set permission bits on %s. You're "" ""probably using an uncommon filesystem setup. No "" ""problem."" % new_path , self . style . NOTICE )"
2492,"call the function force_str with an argument quoted_url, use the result as an argument for the call to the function unquote_plus,",return force_text ( unquote_plus ( force_str ( quoted_url ) ) )
2493,define the function include_is_allowed with an argument filepath.,def include_is_allowed ( filepath ) :
2494,derive the class DeserializedObject from the object base class.,class DeserializedObject ( object ) :
2495,"define the method __init__ with 3 arguments: self, filepath and parsed.","def __init__ ( self , filepath , parsed ) :"
2496,substitute TimeInput for widget.,widget = TimeInput
2497,"app set to app_config.models_module, create_models set to create_models, verbosity set to verbosity, interactive set to interactive, and db set to db. define the function emit_post_migrate_signal with 4 arguments: created_models, verbosity, interactive and db.","def emit_post_migrate_signal ( created_models , verbosity , interactive , db ) :"
2498,"help is a string ""Prints the CREATE INDEX SQL statements for the given model module name(s)."".","help = ""Prints the CREATE INDEX SQL statements for the given model module name(s)."""
2499,"'PROCESSING' for 102, 'OK' for 200, 'CREATED' for 201, 'ACCEPTED' for 202, 'NON-AUTHORITATIVE INFORMATION' for 203, 'NO CONTENT' for 204, 'RESET CONTENT' for 205, 'PARTIAL CONTENT' for 206, 'MULTI-STATUS' for 207, 'ALREADY REPORTED' for 208, 'IM USED' for 226, 'MULTIPLE CHOICES' for 300, 'MOVED PERMANENTLY' for 301, 'FOUND' for 302, 'SEE OTHER' for 303, 'NOT MODIFIED' for 304, 'USE PROXY' for 305, 'RESERVED' for 306, 'TEMPORARY REDIRECT' for 307, 'PERMANENT REDIRECT' for 308, 'BAD REQUEST' for 400, 'UNAUTHORIZED' for 401, 'PAYMENT REQUIRED' for 402, 'FORBIDDEN' for 403, 'NOT FOUND' for 404, 'METHOD NOT ALLOWED' for 405, 'NOT ACCEPTABLE' for 406, 'PROXY AUTHENTICATION REQUIRED' for 407, 'REQUEST TIMEOUT' for 408, 'CONFLICT' for 409, 'GONE' for 410, 'LENGTH REQUIRED' for 411, 'PRECONDITION FAILED' for 412, 'REQUEST ENTITY TOO LARGE' for 413, 'REQUEST-URI TOO LONG' for 414, 'UNSUPPORTED MEDIA TYPE' for 415, 'REQUESTED RANGE NOT SATISFIABLE' for 416, 'EXPECTATION FAILED' for 417, 'I'M A TEAPOT' for 418, 'UNPROCESSABLE ENTITY' for 422, 'LOCKED' for 423, 'FAILED DEPENDENCY' for 424, 'UPGRADE REQUIRED' for 426, 'PRECONDITION REQUIRED' for 428, 'TOO MANY REQUESTS' for 429, 'REQUEST HEADER FIELDS TOO LARGE' for 431, 'INTERNAL SERVER ERROR' for 500, 'NOT IMPLEMENTED' for 501, 'BAD GATEWAY' for 502, 'SERVICE UNAVAILABLE' for 503, 'GATEWAY TIMEOUT' for 504, 'HTTP VERSION NOT SUPPORTED' for 505, 'VARIANT ALSO NEGOTIATES' for 506, 'INSUFFICIENT STORAGE' for 507, 'LOOP DETECTED' for 508, 'NOT EXTENDED' for 510 and 'NETWORK AUTHENTICATION REQUIRED' for 511. derive the class BadHeaderError from the ValueError base class.",class BadHeaderError ( ValueError ) :
2500,"if args is true,",if args :
2501,define the function rfc3339_date with an argument date.,def rfc3339_date ( date ) :
2502,substitute fcntl.LOCK_EX for LOCK_EX.,LOCK_EX = fcntl . LOCK_EX
2503,"if digest is false,",if not digest :
2504,"call the function digest twice, substitute the results for inner, outer, respectively.","inner , outer = digest ( ) , digest ( )"
2505,"for every app_name and mode_list in return value of manifest.items method,","for app_name , model_list in manifest . items ( ) :"
2506,"define the method __init__ with 5 arguments: self, attrs set to None, years set to None, months set to None and empty_label set to None.","def __init__ ( self , attrs = None , years = None , months = None , empty_label = None ) :"
2507,"if string ""'format'"" is not contained in e converted into a string,","if ""'format'"" not in str ( te ) :"
2508,"if attrs is false, make attrs an empty dictionary.",attrs = attrs or { }
2509,"msg is a string 'Module ""%s"" does not define a ""%s"" attribute/class' formated with dotted_path and class_name, respectively.","msg = 'Module ""%s"" does not define a ""%s"" attribute/class' % ( dotted_path , class_name )"
2510,"if StandardError, renamed to e, exception is caught,",except StandardError as e :
2511,substitute EscapeText for EscapeString.,EscapeString = EscapeText
2512,define the method clean with an argument self.,def clean ( self ) :
2513,import module re.,import re
2514,"define the method __init__ with 7 arguments: self, data set to None, files set to None, auto_id set to string 'id_%s',","def __init__ ( self , data = None , files = None , auto_id = 'id_%s' , prefix = None , queryset = None , ** kwargs ) :"
2515,"decorator function register.filter with 2 arguments string ""escape"" and is_safe set to boolean True.","@ register . filter ( ""escape"" , is_safe = True )"
2516,"exc_info is an tuple with 3 elements: None, result of method record.getMessage and None.","exc_info = ( None , record . getMessage ( ) , None )"
2517,"raise an TemplateSyntaxError with an argument string ""%r tag takes at least one argument: the name of the template to be included."",","raise TemplateSyntaxError ( ""%r tag takes at least one argument: the name of the template to be included."" % bits [ 0 ] )"
2518,"full_statement is a list containing: string ""CREATE TABLE %s ("", where %s is replaced by result of the function qn called with an argument tablename.","full_statement = [ ""CREATE TABLE %s ("" % qn ( tablename ) ]"
2519,substitute model._meta for opts.,opts = model . _meta
2520,"append block_content to a string 'end', substitute the result for self.verbatim.",self . verbatim = 'end%s' % block_content
2521,"call the function cleanup_url with an argument url, assign the result to filename and display_url, respectively.","filename , display_url = cleanup_url ( url )"
2522,do nothing.,pass
2523,"if value under the 'errlog' key of options dictionary is true,",if options [ 'errlog' ] :
